game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,primary_player,primary_player_score,primary_player_illegal_moves,primary_player_legal_moves,primary_player_timeout,primary_player_resignation,primary_player_failed_to_find_legal_move,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves
1766455049-9278,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 h6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Be3 g6 7. Be2 Bg7 8. O-O O-O 9. Qd2 Kh7 10. f4 d6 11. Rad1 Ng4 12. Bxg4 Bxg4 13. Nxc6 bxc6 14. Rde1 Rb8 15. b3 Bc8 16. Bd4 e5 17. fxe5 dxe5 18. Be3 Qxd2 19. Bxd2 f5 20. exf5 Bxf5 21. Ne4 c5 22. Bc3 Rbd8 23. Nxc5 Rc8 24. b4 Rfe8 25. Re3 a5 26. a3 h5 27. Rfe1 Kg8 28. Bxe5 Bh6 29. R3e2 Bf8 30. Nd3 Bxd3 31. cxd3 Red8 32. d4 axb4 33. axb4 Bxb4 34. Rb1 Bd6 35. Bxd6 Rxd6 36. Rd2 Rf8 37. Rbd1 Rf5 38. h3 Rdf6 39. d5 Rd6 40. Kh2 g5 41. Kg3 Kg7 42. h4 Kf6 43. hxg5+ Kg6 44. Kh4 Re5 45. g4 hxg4 46. Kxg4 Rd8 47. Kf4 Rxg5 48. d6 Rf8+ 49. Ke4 Re8+ 50. Kd4 Kf6 51. Kc4 Rc8+ 52. Kb4 Rb8+ 53. Ka4 Rd8 54. d7 Rc5 55. Rd6+ Ke7 56. R6d5 Ra8+ 57. Kb4 Rxd5 58. Rxd5 Rh8 59. Kc5 Kd8 60. Kc6 Rf8 61. Re5 Rf6+ 62. Kd5 Ra6 63. Re8+ Kxd7 64. Re5 Ra5+ 65. Ke4 Ra1 66. Rd5+ Ke6 67. Re5+ Kd7 68. Rd5+ Ke6 69. Re5+ Kd6 70. Rd5+ Kc6 71. Re5 Re1+ 72. Kf5 Rd1 73. Re6+ Kd7 74. Re5 Rh1 75. Rd5+ Kc6 76. Re5 Kd6 77. Re6+ Kc5 78. Re5+ Kc6 79. Re6+ Kd5 80. Re5+ Kc6 81. Re6+ Kc5 82. Re5+ Kd6 83. Re6+ Kc5 84. Re5+ Kd6 85. Re6+ Kd7 86. Re5 Ra1 87. Rd5+ Ke7 88. Re5+ Kd8 89. Rd5+ Kc8 90. Rc5+ Kb8",,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,-10000000000.0,-10000000000.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),-10000000000.0,0,90,False,False,False,0,0,90,90,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,91,1150.8425109386444,90,0
1766795997-6544,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 Nc6 3. d4 Nxd4 4. Nxd4 cxd4 5. Qxd4 e6 6. Nc3 d6 7. Be3 Nf6 8. O-O-O Bd7 9. f3 h5 10. Bg5 Qa5 11. Bxf6 gxf6 12. Qxf6 Rg8 13. Bc4 Qc5 14. Bb3 Be7 15. Qd4 Qxd4 16. Rxd4 Rxg2 17. Rhd1 Rxh2 18. e5 h4 19. exd6 e5 20. dxe7 exd4 21. Nd5 Rc8 22. Nf6+ Kxe7 23. Nxd7 Re2 24. Ne5 Rxe5 25. Rxd4 Rh8 26. Re4 Kd6 27. Rxe5 Kxe5 28. Bxf7 Kf4 29. Bd5 h3 30. Bxb7 a5 31. Be4 h2 32. Kd2 Rh6 33. Kc3 h1=Q 34. Kb3 Qa1 35. c3 Rh2 36. Kc4 Qxb2 37. Kd5 Qxc3 38. Ke6 Qc7 39. Kf6 Rd2 40. Kg6 Rd6+ 41. Kh5 Qd8 42. Bf5 Qh8+ 43. Bh7 Rb6 44. Kh4 Qxh7#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,44,False,False,False,0,0,44,44,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,45,293.35580348968506,44,0,1822.0029962242697
1766796219-5122,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. d4 d5 2. Nf3 Nf6 3. c4 c6 4. Nc3 e6 5. Ne5 Nbd7 6. f4 Bb4 7. g3 Ne4 8. Qd3 Qa5 9. Bd2 Nxd2 10. Qxd2 Nxe5 11. fxe5 dxc4 12. e3 b5 13. Bg2 Bb7 14. O-O O-O 15. Qc2 Rab8 16. Rf2 c5 17. Be4 Bxe4 18. Nxe4 cxd4 19. exd4 Rbd8 20. Qd1 Qb6 21. Qh5 Qxd4 22. a3 Bc5 23. Nxc5 Qxc5 24. Qe2 Rd5 25. Rd1 Rxe5 26. Qf3 Rd5 27. Kg2 Rxd1 28. a4 Rd3 29. Qg4 Qd5+ 30. Rf3 Rd2+ 31. Kf1 Rd1+ 32. Kg2 Rd2+ 33. Kf1 Rxb2 34. Qd4 Qxd4 35. Rb3 Qd1#",0-1,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),1.0,0,35,False,False,False,0,0,35,35,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),36,221.9834086894989,35,0,1845.1997750153446
1766796758-4063,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 Nc6 3. d4 Nxd4 4. Nxd4 cxd4 5. Qxd4 b6 6. Bc4 e6 7. O-O Bb7 8. Nc3 Rc8 9. Bb3 Nf6 10. Bg5 Bc5 11. Qd3 a6 12. e5 h6 13. Bh4 g5 14. Bg3 Ng8 15. Ne4 Bxe4 16. Qxe4 h5 17. h3 Nh6 18. Rad1 Qc7 19. Qf3 Nf5 20. Qe4 Nxg3 21. Qf3 Nxf1 22. Rxf1 Rf8 23. Qxh5 Kd8 24. Qxg5+ Ke8 25. Qf6 Qc6 26. Rd1 Qe4 27. Rd3 Be7 28. Qf3 Qxf3 29. Rxf3 Bg5 30. Rg3 Bc1 31. Rc3 Rxc3 32. bxc3 f5 33. exf6 Kf7 34. g4 b5 35. Kg2 Rg8 36. Kg3 a5 37. a4 Kxf6 38. axb5 Kg7 39. b6 Ba3 40. b7 Kh8 41. Ba4 Rb8 42. Bxd7 Kg7 43. Bc8 Be7 44. c4 a4 45. c5 Bxc5 46. c4 Kf7 47. f4 a3 48. f5 Kf8 49. fxe6 Ke7 50. g5 a2 51. g6 Bd6+ 52. Kg4 Bb4 53. g7 a1=Q 54. g8=Q Qg1+ 55. Kh5 Qxg8 56. Kh4 Qg6 57. Bd7 Bd2 58. c5 Be1#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,58,False,False,False,0,0,58,58,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,59,538.9837701320648,58,0,1842.4640052032223
1766797317-2819,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e4 Bc5 5. Nxe5 Nxe5 6. d4 Bd6 7. c5 Bxc5 8. dxe5 Ng8 9. Qg4 Kf8 10. Qg3 d6 11. Bf4 Bd4 12. Rd1 c5 13. Bc4 Be6 14. Bxe6 fxe6 15. exd6 Nf6 16. e5 Nh5 17. Qg4 Nxf4 18. Qxf4+ Kg8 19. O-O Qf8 20. Qe4 Qf5 21. Rd3 Qxe4 22. Nxe4 Kf7 23. Re1 Rhf8 24. Rxd4 cxd4 25. Ng5+ Kg8 26. Nxe6 Rfe8 27. Nxd4 Rad8 28. Kf1 Rxd6 29. exd6 Rxe1+ 30. Kxe1 Kf7 31. Kd2 Ke8 32. Ne6 Kd7 33. Nxg7 Kxd6 34. f4 Ke7 35. Ke3 Kf6 36. Nh5+ Kg6 37. g4 Kf7 38. f5 Ke7 39. Kf4 Kf7 40. Ke5 Ke7 41. f6+ Kf7 42. Kf5 Kf8 43. Ke5 Kf7 44. Kf5 Kf8 45. Ke5 Kf7 46. Ng3 Kf8 47. Nh5 Kf7 48. Nf4 Kf8 49. Ke6 Ke8 50. f7+ Kf8 51. Kf6 h6 52. a4 h5 53. gxh5 b6 54. h4 a6 55. b3 b5 56. Ng6#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,56,False,False,False,0,0,56,56,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),56,558.6761457920074,56,0,1839.7706521396349
1766797569-7160,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 Nc6 2. Nf3 e5 3. Bc4 Nf6 4. d3 Be7 5. O-O a6 6. a4 O-O 7. Nc3 Bc5 8. Bg5 Be7 9. h3 d6 10. Nh2 Bd7 11. f4 exf4 12. Rxf4 h6 13. Bxf6 Bxf6 14. Ng4 Bxc3 15. bxc3 Bxg4 16. Qxg4 Ne5 17. Qg3 Nxc4 18. dxc4 Qe7 19. Raf1 Rad8 20. Rg4 f6 21. Rg6 Kh7 22. Qg4 Qf7 23. Qf5 Qxg6 24. Qxg6+ Kxg6 25. Rf5 h5 26. g4 hxg4 27. hxg4 a5 28. Kg2 Ra8 29. Kg3 Rae8 30. Kf4 Ra8 31.",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,1,30,True,False,True,1,0,30,31,False,False,True,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,31,252.7932367324829,31,1,1837.1184205800298
1766798177-4668,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. e4 e5 2. Nc3 Nc6 3. Rb1 Nf6 4. Nf3 Bc5 5. Bd3 d6 6. Be2 Bg4 7. a3 O-O 8. b4 Bb6 9. h3 Bh5 10. d3 h6 11. g4 Bg6 12. Be3 Bxe3 13. fxe3 Nh7 14. Rc1 Ng5 15. Kd2 Nxf3+ 16. Bxf3 Qh4 17. Be2 Qf2 18. g5 hxg5 19. h4 gxh4 20. Rf1 Qg3 21. Rg1 Qh2 22. Rh1 Qg3 23. Qf1 f5 24. Rh3 Qg5 25. Qh1 fxe4 26. Rg1 Qf6 27. Nxe4 Bxe4 28. dxe4 Qf2 29. Rh2 Qf6 30. Rxh4 Kf7 31. Rf1 Qxf1 32. Qxf1+ Ke7 33. Qg1 Rf7 34. Qg5+ Kd7 35. Bg4+ Ke8 36. Rh2 Ne7 37. a4 Rd8 38. b5 c6 39. Rh8+ Rf8 40. Qxg7 Rxh8 41. Qxh8+ Kf7 42. Qxd8 Ng6 43. Bh5 Kg7 44. Qxd6 Kh6 45. Qxg6#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,45,False,False,False,0,0,45,45,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),45,607.0394141674042,45,0,1834.5060737164467
1766798488-7125,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 Nc6 2. Nf3 e5 3. Bc4 Bc5 4. d3 a5 5. Ng5 d5 6. exd5 Nd4 7. d6 Qxd6 8. Nxf7 Qb6 9. Nxh8 Nh6 10. Bxh6 Qxh6 11. Nf7 Qg6 12. Nxe5 Qxg2 13. Rf1 Qg5 14. Nf3 Bb4+ 15. c3 Qe7+ 16. Kd2 Bg4 17. Re1 O-O-O 18. Rxe7 Bxf3 19. Qe1 Bxe7 20. Qxe7 Nb3+ 21. Bxb3 Rh8 22. Qxg7 b6 23. Qxh8+ Kd7 24. Qxh7+ Kc8 25. Qh3+ Kd8 26. Qxf3 b5 27. Qd5+ Kc8 28. Qxb5 Kd8 29. Qxa5 Ke7 30. Qxc7+ Kf6 31. Qc6+ Kg7 32. Qe6 Kh7 33. Qf6",1/2-1/2,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.5,0.5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.5,0,33,False,False,False,0,0,33,33,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,33,311.5974895954132,33,0,1843.746061153307
1766798818-7538,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. e4 e5 2. Nc3 Nc6 3. Bb5 Nf6 4. Nf3 Bc5 5. O-O d6 6. d3 Bg4 7. Na4 Bb6 8. h3 Bh5 9. c3 O-O 10. Nxb6 axb6 11. a4 Ne7 12. Re1 c6 13. g4 Bg6 14. Bc4 d5 15. exd5 cxd5 16. Bb3 e4 17. dxe4 dxe4 18. Qxd8 Rfxd8 19. Bg5 exf3 20. Rxe7 Rd2 21. Bxd2 Rd8 22. Bg5 h6 23. Be3 Ne4 24. Kh2 Nc5 25. Rd1 Rxd1 26. Bxc5 bxc5 27. Bxd1 Bd3 28. Re1 Be2 29. Bxe2 fxe2 30. Rxe2 Kh7 31. b3 Kg6 32. f4 Kf6 33. b4 Kg6 34. Kg2 Kh7 35. bxc5 Kg6 36. c6 Kh7 37. cxb7 Kg6 38. a5 Kh7 39. Kf3 Kg6 40. h4 Kh7 41. Re7 Kg6 42. h5+ Kh7 43. Rc7 Kg8 44. b8=Q+ Kh7 45. Qf8 g6 46. Rxf7#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,46,False,False,False,0,0,46,46,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),46,330.23248171806335,46,0,1841.1913416887467
1766799103-9610,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 e6 3. d4 d5 4. exd5 Qxd5 5. Nc3 Qd8 6. Bb5+ Bd7 7. Bxd7+ Nxd7 8. O-O cxd4 9. Qxd4 Ngf6 10. Bg5 Qb6 11. Qxb6 Nxb6 12. Bxf6 gxf6 13. Rad1 f5 14. Ne5 Rg8 15. Nb5 Rc8 16. Nxa7 Ra8 17. Nb5 Ra5 18. Nc7+ Ke7 19. Nc4 Nxc4 20. b3 Nd6 21. a4 Kf6 22. c4 Be7 23. c5 Rxc5 24. Nb5 Nxb5 25. axb5 b6 26. b4 Rc7 27. Rd4 Rcc8 28. Rfd1 Rcd8 29. Rxd8 Rxd8 30. Rxd8 Bxd8 31. Kf1 Bc7 32. Ke2 Bd6 33. Kd3 Kg6 34. Kc4 Kf6 35. f3 Bxh2 36. g4 Kg6 37.",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,1,36,True,False,True,1,0,36,37,False,False,True,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,37,284.3833179473877,37,1,1838.6736484496714
1766800121-9365,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. c4 e5 2. g3 Nf6 3. Bg2 d5 4. Nf3 e4 5. Nd4 c5 6. Nb5 a6 7. N5a3 d4 8. Nc2 Nc6 9. d3 Bf5 10. O-O Bd6 11. Bg5 exd3 12. exd3 O-O 13. Ne1 h6 14. Qf3 Bg4 15. Bxf6 Bxf3 16. Bxd8 Bxg2 17. Nxg2 Raxd8 18. Nd2 Rfe8 19. a3 Re2 20. Ne4 Rxb2 21. Rfb1 Rxb1+ 22. Rxb1 Rd7 23. Nf4 Bxf4 24. gxf4 Na5 25. f5 Rc7 26. h4 Kf8 27. a4 Ke7 28. Rb6 Nc6 29. Kg2 Nb4 30. Nxc5 Rxc5 31. Rxb7+ Kf6 32. Rxb4 Rxf5 33. Rb6+ Ke5 34. Rxa6 Rf6 35. Rxf6 Kxf6 36. a5 Ke6 37. a6 Kd6 38. a7 Kc7 39. a8=Q Kd6 40. Qh8 Ke6 41. Qxg7 Ke7 42. Kf3 Ke6 43. Kf4 Ke7 44. Kf5 Kd6 45. Qxd4+ Kc6 46. Qf6+ Kc5 47. Qc3 Kc6 48. h5 Kc5 49. d4+ Kc6 50. Qb4 Kc7 51. f4 Kc6 52. Qe7 Kb6 53. d5 Ka5 54. Qb7 Ka4 55. Qb2 Ka5 56. Qb7 Ka4 57. Qb2 Ka5 58. Qb7 Ka4 59. Qb2 Ka5 60. Qb5#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,2,58,False,False,False,0,2,60,58,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),60,1018.6569924354553,60,2,1836.1919234891575
1766800432-3741,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nc3 d6 6. Be3 Bd7 7. Bc4 Na5 8. Bb3 Bg7 9. O-O Nf6 10. f3 O-O 11. Qd2 Qc7 12. Rad1 Rfc8 13. Nd5 Nxd5 14. Bxd5 Rab8 15. c3 b5 16. Nb3 Bc6 17. Nxa5 Qxa5 18. a3 Rb7 19. Bxc6 Rxc6 20. Qd5 Qc7 21. Bd4 a5 22. Bxg7 Rc5 23. Qd4 e5 24. Qxd6 Kxg7 25. Qxc7 Rcxc7 26. Rd5 Rc4 27. Rxe5 Kf6 28. Rd5 b4 29. axb4 axb4 30. Rd3 bxc3 31. bxc3 Rc8 32.",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,1,31,True,False,True,1,0,31,32,False,False,True,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,32,310.61238956451416,32,1,1833.7451535652847
1766800661-1534,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. d4 exd4 6. O-O b5 7. Bb3 Be7 8. Bf4 d6 9. a4 Bb7 10. Nbd2 O-O 11. Re1 Na5 12. Nxd4 Nxb3 13. N2xb3 bxa4 14. Na5 Bxe4 15. Nac6 Qd7 16. Nxe7+ Qxe7 17. f3 c5 18. Nf5 Qb7 19. fxe4 Nxe4 20. Qg4 g6 21. Nxd6 Nxd6 22. Bxd6 Rfd8 23. Rad1 Qxb2 24. Qe4 a3 25. Qf3 a2 26. Be7 Rxd1 27. Qxa8+ Kg7 28. Qf8#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,28,False,False,False,0,0,28,28,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),28,228.74541878700256,28,0,1831.3323676573195
1766801093-5973,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 e5 2. Nf3 d5 3. exd5 Nf6 4. Nc3 Nbd7 5. d4 exd4 6. Nxd4 Be7 7. Bc4 Nb6 8. Bb3 O-O 9. O-O a5 10. a4 Nfxd5 11. Nxd5 Nxd5 12. Nf3 Nf6 13. Qxd8 Bxd8 14. Bg5 h6 15. Bh4 g5 16. Bg3 c6 17. Rad1 Nd5 18. Bxd5 cxd5 19. Rxd5 Bf6 20. c3 Rd8 21. Rfd1 Bf5 22. Rxd8+ Rxd8 23. Rxd8+ Bxd8 24. Nd4 Bd3 25. f3 Bb6 26. Bf2 Bc7 27. Nb5 Bf4 28. g3 Bc1 29. b3 Kh7 30. Nd6 Bd2 31. c4 h5 32. Nxb7 Kg6 33. Nc5 Bb1 34. Ne4 Bxe4 35. fxe4 g4 36. Kf1 Bb4 37. Ke2 h4 38. gxh4 Kh5 39. Bg3 Bc5 40. Kd3 Bb6 41. e5 Bg1 42. Ke4 Ba7 43. Kd5 Bb8 44. c5 f5 45. exf6 Bxg3 46. hxg3 Kg6 47. Ke6 Kh5 48. f7 Kg6 49. f8=Q Kh7 50. Qf7+ Kh8 51. Qe7 Kg8 52. Kf6 Kh8 53. Qg7#",1-0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),1.0,0,53,False,False,False,0,0,53,53,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,53,432.24966526031494,53,0,1850.6542394871415
1766801611-2348,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. Nf3 d5 2. g3 Nf6 3. d4 e6 4. c3 Be7 5. e3 O-O 6. a4 c5 7. Bg2 cxd4 8. exd4 Nc6 9. Bf4 Bd6 10. Bxd6 Qxd6 11. Na3 a6 12. O-O Bd7 13. Qe2 Rac8 14. Nc2 Na5 15. Ne3 Nc4 16. Rfe1 Nxe3 17. Bh3 Nc4 18. Bg2 Ne4 19. b3 Nb6 20. c4 dxc4 21. a5 Nd5 22. bxc4 Nef6 23. cxd5 Nxd5 24. Qb2 Bc6 25. Ne5 Rfd8 26. Rac1 Be8 27. Rxc8 Rxc8 28. Qxb7 Rd8 29. Rc1 Nf6 30. Bc6 Qxd4 31. Qb6 Qxe5 32. Qxd8 h6 33. h4 Kh7 34. Bxe8 Nxe8 35. Qxe8 Qf6 36. Qd7 Qg6 37. Qc8 Qf6 38. Qc6 Qg6 39. Qxa6 Qf6 40. Qb7 Qg6 41. Qb1 Qxb1 42. Rxb1 Kg6 43. a6 Kf6 44. Rb5 Ke7 45. Kh2 Kf6 46. a7 Kg6 47. Rb2 Kf6 48. Rb4 Kg6 49. a8=Q Kf6 50. Qe8 Kg6 51. h5+ Kf6 52. Qd8+ Kf5 53. g4+ Ke5 54. f3",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,5,53,False,False,True,0,5,54,53,False,False,False,True,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),54,517.6556377410889,54,5,1848.274506481861
1766801954-7386,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c6 2. d4 d6 3. Nc3 Nf6 4. f4 Qb6 5. Nf3 Bg4 6. Be2 Bxf3 7. Bxf3 e5 8. dxe5 dxe5 9. fxe5 Nbd7 10. exf6 Ne5 11. Qe2 Rd8 12. Be3 Qxb2 13. O-O Qxc3 14. fxg7 Bxg7 15. Bh5 Rd7 16. Rad1 Rxd1 17. Rxd1 O-O 18. Bd4 Nf3+ 19. Bxf3 Bxd4+ 20. Kh1 Bf6 21. Qd3 Qe5 22. Qd6 Rd8 23. Qxd8+ Bxd8 24. Rxd8+ Kg7 25. Rd1 a5 26. h3 a4 27. Rb1 Qc5 28. Rxb7 Qxc2 29. Ra7 Qb1+ 30. Kh2 Qb8+ 31. Kg1 Qb1+ 32. Kf2 Qxa2+ 33. Kg3 Qa3 34. Ra6 Qd6+ 35. Kf2 Qc5+ 36. Kg3 Qb5 37. Ra7 Qb8+ 38. Kf2 Qxa7+ 39. Kg3 a3 40. Bg4 Qe3+ 41. Kh4 Qf4 42. g3 Qf6+ 43. Kh5 Qh6#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,43,False,False,False,0,0,43,43,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,44,343.32001090049744,43,0,1845.926933016222
1766802451-9838,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. Nf3 d5 2. g3 Nf6 3. Bg2 c6 4. b3 Bf5 5. c4 e6 6. Nc3 Be7 7. Bb2 O-O 8. Nh4 Bg4 9. cxd5 exd5 10. h3 Be6 11. Qb1 Nbd7 12. Nf3 Re8 13. Nd4 Bc5 14. e3 Bxd4 15. exd4 Bf5+ 16. Kd1 Bxb1 17. Ba3 Be4 18. Nxe4 Nxe4 19. Bxe4 Rxe4 20. Kc2 Rxd4 21. Rae1 Re4 22. Bb2 Rxe1 23. Rxe1 Qg5 24. d3 Qf5 25. Bd4 c5 26. Ba1 Qxf2+ 27. Kd1 Qxg3 28. Re7 Qxd3+ 29. Ke1 Nf6 30. Be5 Qe3+ 31. Kd1 Qxe5 32. Rxe5 Re8 33. Rxe8+ Nxe8 34. h4 Nd6 35. a4 Ne4 36. h5 g6 37. h6 g5 38. Ke2 g4 39. Ke3 g3 40. Kf3 f5 41. Kf4 g2 42. Kf3 g1=Q 43. Kf4 Qg4+ 44. Ke5 Qg3+ 45. Kxd5 Qxb3+ 46. Ke5 Qxa4 47. Kxf5 c4 48. Ke6 c3 49. Kf5 c2 50. Ke5 c1=Q 51. Kd5 Qc5# 52. Ke6 Qac6#",0-1,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),1.0,0,52,False,False,False,0,0,52,52,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),53,496.5356798171997,52,0,1863.313210528658
